violation_type,frame,track_id,leader_track_id,class_name,lane,d
Vehicle Stoppage,636,22,,car,Outer,0.10310232781077552
Vehicle Stoppage,655,22,,car,Outer,0.10264131721680496
Vehicle Stoppage,656,22,,car,Outer,0.10820651551547476
Vehicle Stoppage,657,22,,car,Outer,0.10345279116583118
Vehicle Stoppage,658,22,,car,Outer,0.10349652168068162
Vehicle Stoppage,659,22,,car,Outer,0.10441115840751518
Vehicle Stoppage,660,22,,car,Outer,0.1084550598174182
Vehicle Stoppage,664,22,,car,Outer,0.12274933808376054
Vehicle Stoppage,666,22,,car,Outer,0.1225048978612689
Vehicle Stoppage,668,22,,car,Outer,0.12503299564514894
Vehicle Stoppage,669,22,,car,Outer,0.12675113411721942
Vehicle Stoppage,670,22,,car,Outer,0.13081379896631343
Vehicle Stoppage,671,22,,car,Outer,0.13492416388475661
Vehicle Stoppage,672,22,,car,Outer,0.13204563605056943
Vehicle Stoppage,673,22,,car,Outer,0.12870994522568588
Vehicle Stoppage,674,22,,car,Outer,0.12990188605251343
Vehicle Stoppage,675,22,,car,Outer,0.14040833308604406
Vehicle Stoppage,676,22,,car,Outer,0.1408245007092169
Vehicle Stoppage,677,22,,car,Outer,0.14684263686001048
Vehicle Stoppage,678,22,,car,Outer,0.14706107574745772
